Category,Product,City,Order Date,Sales,Discount,Profit
"Eggs, Meat & Fish",Mutton,Cumbum,2015-09-21,1864,0.23,801.52
"Eggs, Meat & Fish",Eggs,Bodi,2017-05-18,2092,0.1,271.96
Beverages,Health Drinks,Bodi,2015-08-15,1169,0.33,409.15
Beverages,Health Drinks,Salem,2016-05-12,1997,0.31,678.98
"Eggs, Meat & Fish",Mutton,Bodi,2015-12-27,1823,0.14,565.13
Fruits & Veggies,Fresh Vegetables,Coimbatore,2018-11-02,775,0.33,178.25
"Eggs, Meat & Fish",Chicken,Dharmapuri,2016-11-08,1625,0.2,276.25
Fruits & Veggies,Fresh Fruits,Tenkasi,2016-10-18,1845,0.16,202.95
Oil & Masala,Spices,Viluppuram,2017-08-15,803,0.27,216.81
Oil & Masala,Spices,Tenkasi,2017-09-02,2448,0.34,930.24
"Eggs, Meat & Fish",Mutton,Vellore,2016-06-25,1220,0.23,500.2
Snacks,Chocolates,Ramanadhapuram,2017-10-21,1923,0.34,653.82
Food Grains,Rice,Ramanadhapuram,2016-12-30,699,0.33,90.87
Beverages,Soft Drinks,Trichy,2017-12-03,930,0.1,399.9
Beverages,Soft Drinks,Krishnagiri,2016-08-27,2199,0.18,571.74
Fruits & Veggies,Organic Vegetables,Perambalur,2016-08-15,1103,0.16,463.26
"Eggs, Meat & Fish",Fish,Tirunelveli,2017-02-05,1244,0.21,236.36
Food Grains,Organic Staples,Namakkal,2017-10-21,876,0.15,289.08
"Eggs, Meat & Fish",Chicken,Trichy,2018-08-31,2326,0.26,209.34
Bakery,Cakes,Trichy,2016-05-01,1951,0.16,195.1
Food Grains,Rice,Theni,2017-05-18,1802,0.19,774.86
Beverages,Health Drinks,Tenkasi,2017-04-10,1708,0.1,341.6
"Eggs, Meat & Fish",Mutton,Pudukottai,2017-12-02,2439,0.24,902.43
"Eggs, Meat & Fish",Eggs,Virudhunagar,2017-09-11,1760,0.11,334.4
Fruits & Veggies,Organic Fruits,Cumbum,2015-09-17,767,0.21,268.45
Bakery,Biscuits,Perambalur,2018-08-12,950,0.22,161.5
Beverages,Health Drinks,Cumbum,2018-11-13,2130,0.34,447.3
Fruits & Veggies,Organic Vegetables,Trichy,2015-12-26,1258,0.26,440.3
Fruits & Veggies,Organic Fruits,Salem,2016-08-27,745,0.35,208.6
Bakery,Biscuits,Dindigul,2018-11-12,1472,0.13,588.8
Beverages,Soft Drinks,Tenkasi,2018-12-15,1806,0.18,144.48
Snacks,Chocolates,Theni,2018-02-02,761,0.27,312.01
Fruits & Veggies,Fresh Fruits,Cumbum,2016-03-29,645,0.19,277.35
Fruits & Veggies,Organic Vegetables,Tirunelveli,2015-04-18,2044,0.14,633.64
Beverages,Soft Drinks,Dharmapuri,2015-01-27,540,0.34,156.6
Oil & Masala,Masalas,Dindigul,2017-09-25,1137,0.13,295.62
Oil & Masala,Edible Oil & Ghee,Karur,2015-12-22,1705,0.25,289.85
Fruits & Veggies,Organic Vegetables,Cumbum,2018-07-14,1287,0.26,218.79
Oil & Masala,Spices,Vellore,2018-03-18,560,0.21,145.6
Oil & Masala,Masalas,Dindigul,2016-12-24,1113,0.31,300.51
Snacks,Cookies,Tenkasi,2015-09-29,1698,0.26,577.32
"Eggs, Meat & Fish",Fish,Virudhunagar,2018-07-14,1669,0.16,500.7
Snacks,Noodles,Virudhunagar,2018-06-10,862,0.27,370.66
Food Grains,Rice,Dindigul,2015-10-04,1672,0.12,518.32
Fruits & Veggies,Fresh Fruits,Madurai,2018-02-26,503,0.1,130.78
Beverages,Soft Drinks,Theni,2017-08-15,528,0.26,105.6
Fruits & Veggies,Fresh Fruits,Dindigul,2018-08-20,1575,0.11,425.25
"Eggs, Meat & Fish",Mutton,Viluppuram,2015-12-05,1646,0.3,329.2
Bakery,Breads & Buns,Theni,2017-12-02,2048,0.13,512.0
Fruits & Veggies,Organic Fruits,Dindigul,2018-05-03,2440,0.28,780.8
Food Grains,Rice,Kanyakumari,2018-08-12,1602,0.23,496.62
Snacks,Cookies,Dharmapuri,2017-12-10,1724,0.29,293.08
Beverages,Soft Drinks,Vellore,2018-07-03,2045,0.27,490.8
Beverages,Health Drinks,Tenkasi,2016-05-14,1061,0.3,456.23
Bakery,Breads & Buns,Dindigul,2018-02-02,1019,0.27,305.7
"Eggs, Meat & Fish",Mutton,Dharmapuri,2017-12-03,1694,0.15,508.2
Snacks,Chocolates,Kanyakumari,2018-04-16,2246,0.24,336.9
Snacks,Chocolates,Perambalur,2016-03-19,1714,0.33,119.98
"Eggs, Meat & Fish",Mutton,Dharmapuri,2017-08-23,902,0.1,324.72
"Eggs, Meat & Fish",Fish,Tirunelveli,2018-11-02,1539,0.15,661.77
Fruits & Veggies,Organic Fruits,Pudukottai,2016-04-17,611,0.35,85.54
Food Grains,Dals & Pulses,Tirunelveli,2018-08-07,1079,0.12,53.95
Food Grains,Organic Staples,Theni,2018-05-20,725,0.18,188.5
"Eggs, Meat & Fish",Fish,Ramanadhapuram,2018-11-10,2339,0.21,514.58
"Eggs, Meat & Fish",Eggs,Viluppuram,2017-08-23,1805,0.17,812.25
Oil & Masala,Spices,Kanyakumari,2018-09-02,1287,0.14,244.53
Fruits & Veggies,Organic Fruits,Ramanadhapuram,2016-12-04,2430,0.16,631.8
Food Grains,Rice,Pudukottai,2016-11-24,755,0.26,302.0
Bakery,Cakes,Madurai,2015-04-18,1342,0.29,93.94
Oil & Masala,Spices,Theni,2015-01-13,1594,0.29,669.48
Fruits & Veggies,Organic Vegetables,Perambalur,2018-10-30,2177,0.21,653.1
Fruits & Veggies,Organic Vegetables,Tirunelveli,2018-01-20,1379,0.2,137.9
Beverages,Soft Drinks,Tenkasi,2017-09-15,1504,0.25,240.64
Bakery,Breads & Buns,Perambalur,2015-09-21,1555,0.33,684.2
Snacks,Chocolates,Krishnagiri,2017-05-12,814,0.14,293.04
Oil & Masala,Spices,Tirunelveli,2017-08-23,1444,0.27,418.76
Beverages,Health Drinks,Ooty,2018-04-17,639,0.23,146.97
Food Grains,Dals & Pulses,Madurai,2015-11-29,1154,0.21,138.48
Oil & Masala,Edible Oil & Ghee,Chennai,2018-12-29,755,0.14,37.75
Snacks,Chocolates,Virudhunagar,2015-06-17,674,0.32,141.54
Snacks,Noodles,Nagercoil,2018-09-02,2306,0.25,507.32
Bakery,Biscuits,Ramanadhapuram,2018-11-28,1221,0.26,231.99
"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-01-22,1397,0.29,419.1
Beverages,Health Drinks,Coimbatore,2015-10-04,1985,0.27,277.9
Oil & Masala,Spices,Ooty,2016-05-31,1143,0.26,102.87
Snacks,Cookies,Tenkasi,2017-08-16,795,0.34,286.2
"Eggs, Meat & Fish",Eggs,Tenkasi,2017-09-25,1429,0.16,314.38
Snacks,Noodles,Pudukottai,2018-01-14,2299,0.35,942.59
Beverages,Soft Drinks,Theni,2018-06-30,524,0.29,178.16
Beverages,Health Drinks,Virudhunagar,2018-05-02,540,0.15,86.4
"Eggs, Meat & Fish",Mutton,Namakkal,2018-05-02,1813,0.18,507.64
Bakery,Biscuits,Trichy,2016-11-17,2364,0.21,307.32
Beverages,Soft Drinks,Coimbatore,2016-08-27,2215,0.16,708.8
Food Grains,Dals & Pulses,Chennai,2018-08-07,1167,0.21,245.07
"Eggs, Meat & Fish",Chicken,Tenkasi,2017-12-26,1463,0.24,424.27
Snacks,Chocolates,Pudukottai,2017-12-06,1385,0.33,138.5
Oil & Masala,Spices,Chennai,2017-09-15,794,0.2,269.96
Bakery,Cakes,Trichy,2018-09-04,1852,0.24,703.76
Snacks,Noodles,Chennai,2018-02-09,2399,0.16,815.66
Food Grains,Organic Staples,Bodi,2016-08-28,2060,0.18,885.8
Fruits & Veggies,Organic Fruits,Ramanadhapuram,2016-11-17,1752,0.12,297.84
Beverages,Health Drinks,Krishnagiri,2015-01-13,1520,0.22,243.2
Fruits & Veggies,Organic Vegetables,Chennai,2015-09-22,527,0.3,94.86
Beverages,Soft Drinks,Bodi,2016-12-06,769,0.22,115.35
Food Grains,Atta & Flour,Madurai,2018-12-28,735,0.23,95.55
Food Grains,Atta & Flour,Karur,2015-09-29,767,0.11,314.47
Fruits & Veggies,Fresh Vegetables,Chennai,2016-03-27,2262,0.31,1017.9
Bakery,Biscuits,Dindigul,2015-12-28,729,0.25,313.47
Beverages,Health Drinks,Krishnagiri,2018-05-30,810,0.18,194.4
Beverages,Health Drinks,Ooty,2015-03-25,1539,0.29,200.07
Food Grains,Rice,Ooty,2015-12-29,1947,0.12,739.86
Bakery,Cakes,Bodi,2018-10-30,1640,0.34,688.8
Snacks,Cookies,Dharmapuri,2018-02-23,2315,0.11,625.05
Snacks,Noodles,Bodi,2018-06-18,1571,0.3,157.1
Beverages,Soft Drinks,Tirunelveli,2018-01-03,2376,0.12,974.16
"Eggs, Meat & Fish",Eggs,Karur,2016-03-19,2149,0.14,537.25
Snacks,Chocolates,Namakkal,2018-11-03,1419,0.32,454.08
Fruits & Veggies,Fresh Vegetables,Namakkal,2016-05-12,517,0.15,41.36
Oil & Masala,Spices,Ooty,2018-12-13,661,0.18,171.86
Bakery,Biscuits,Pudukottai,2015-01-23,1604,0.14,529.32
Bakery,Breads & Buns,Virudhunagar,2017-08-23,1252,0.23,212.84
Food Grains,Dals & Pulses,Namakkal,2015-09-08,607,0.34,91.05
"Eggs, Meat & Fish",Eggs,Cumbum,2018-12-24,1645,0.18,180.95
Food Grains,Rice,Krishnagiri,2016-09-21,1349,0.2,364.23
Oil & Masala,Edible Oil & Ghee,Pudukottai,2015-05-10,851,0.25,221.26
Bakery,Biscuits,Tenkasi,2017-07-14,1988,0.34,377.72
Beverages,Health Drinks,Ooty,2018-02-26,841,0.32,168.2
Food Grains,Dals & Pulses,Tenkasi,2017-09-02,548,0.27,186.32
Bakery,Cakes,Tenkasi,2018-04-11,1559,0.19,592.42
Beverages,Soft Drinks,Vellore,2018-05-03,1511,0.11,120.88
Bakery,Cakes,Pudukottai,2017-12-24,920,0.33,340.4
Snacks,Noodles,Dindigul,2017-11-03,2142,0.16,706.86
Fruits & Veggies,Organic Vegetables,Ooty,2016-12-27,1616,0.16,129.28
"Eggs, Meat & Fish",Fish,Pudukottai,2016-02-16,854,0.19,324.52
Oil & Masala,Edible Oil & Ghee,Perambalur,2018-12-01,1466,0.25,557.08
Fruits & Veggies,Fresh Fruits,Bodi,2016-11-13,1083,0.2,379.05
"Eggs, Meat & Fish",Mutton,Perambalur,2018-09-21,2365,0.1,709.5
"Eggs, Meat & Fish",Mutton,Chennai,2017-12-02,1602,0.22,448.56
"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2017-05-26,2002,0.21,700.7
Bakery,Biscuits,Dharmapuri,2017-09-19,1920,0.11,864.0
Oil & Masala,Edible Oil & Ghee,Tirunelveli,2017-09-08,504,0.31,70.56
Bakery,Cakes,Viluppuram,2017-12-06,1929,0.2,173.61
Fruits & Veggies,Fresh Vegetables,Dharmapuri,2018-12-01,1207,0.14,120.7
Bakery,Cakes,Bodi,2018-11-16,745,0.14,298.0
Bakery,Breads & Buns,Tirunelveli,2016-11-24,549,0.27,153.72
Oil & Masala,Spices,Pudukottai,2016-05-22,1536,0.32,491.52
Fruits & Veggies,Fresh Fruits,Dindigul,2016-11-17,2433,0.18,486.6
Bakery,Breads & Buns,Coimbatore,2015-04-11,1359,0.32,149.49
Beverages,Health Drinks,Bodi,2018-09-29,2290,0.27,618.3
Oil & Masala,Spices,Trichy,2018-11-14,697,0.27,55.76
Bakery,Biscuits,Ooty,2017-12-03,2111,0.19,337.76
"Eggs, Meat & Fish",Mutton,Tenkasi,2015-09-08,2227,0.18,155.89
Beverages,Health Drinks,Chennai,2018-01-26,1764,0.23,264.6
Snacks,Noodles,Madurai,2018-04-17,1072,0.1,300.16
Bakery,Breads & Buns,Vellore,2015-11-10,653,0.12,267.73
Bakery,Cakes,Kanyakumari,2018-07-08,2117,0.26,402.23
Snacks,Cookies,Theni,2017-05-28,1892,0.27,775.72
Beverages,Health Drinks,Perambalur,2018-09-23,1432,0.2,400.96
Fruits & Veggies,Organic Fruits,Viluppuram,2015-11-10,616,0.24,172.48
"Eggs, Meat & Fish",Mutton,Karur,2017-09-08,879,0.17,184.59
Snacks,Chocolates,Pudukottai,2018-11-21,1663,0.34,449.01
Oil & Masala,Edible Oil & Ghee,Pudukottai,2018-11-16,1205,0.32,542.25
Fruits & Veggies,Organic Fruits,Viluppuram,2017-11-26,2450,0.31,833.0
Snacks,Chocolates,Kanyakumari,2015-12-05,1588,0.23,158.8
Fruits & Veggies,Fresh Fruits,Dharmapuri,2016-09-11,1005,0.25,211.05
Food Grains,Organic Staples,Viluppuram,2016-12-06,716,0.18,114.56
Snacks,Noodles,Dindigul,2016-11-24,2162,0.24,324.3
Bakery,Breads & Buns,Ooty,2015-11-22,2074,0.19,145.18
Bakery,Biscuits,Salem,2015-09-21,2489,0.14,945.82
Fruits & Veggies,Fresh Fruits,Trichy,2015-12-28,2491,0.13,572.93
Beverages,Health Drinks,Trichy,2016-08-28,1559,0.21,608.01
Fruits & Veggies,Fresh Fruits,Ooty,2018-11-19,635,0.19,215.9
Oil & Masala,Edible Oil & Ghee,Dindigul,2017-04-10,1851,0.18,333.18
Oil & Masala,Masalas,Chennai,2018-09-15,1315,0.11,170.95
Food Grains,Atta & Flour,Kanyakumari,2017-10-07,1073,0.1,472.12
Snacks,Cookies,Dindigul,2018-10-30,1130,0.14,305.1
Beverages,Health Drinks,Coimbatore,2016-04-14,2188,0.21,700.16
Snacks,Noodles,Coimbatore,2016-08-16,1396,0.26,544.44
Beverages,Soft Drinks,Cumbum,2017-04-12,2299,0.19,459.8
Beverages,Soft Drinks,Tirunelveli,2017-09-02,1377,0.31,179.01
"Eggs, Meat & Fish",Chicken,Karur,2016-05-01,676,0.26,223.08
Food Grains,Organic Staples,Perambalur,2018-09-15,1920,0.29,403.2
Beverages,Soft Drinks,Trichy,2015-04-11,1784,0.32,446.0
Snacks,Noodles,Virudhunagar,2018-11-10,1285,0.17,359.8
Oil & Masala,Edible Oil & Ghee,Dindigul,2016-12-20,1285,0.32,282.7
Snacks,Chocolates,Pudukottai,2016-09-28,1150,0.29,425.5
Snacks,Cookies,Kanyakumari,2018-08-21,515,0.3,30.9
Food Grains,Dals & Pulses,Trichy,2017-11-24,2177,0.31,544.25
Oil & Masala,Spices,Viluppuram,2016-04-13,2081,0.1,749.16
Oil & Masala,Edible Oil & Ghee,Chennai,2018-08-31,2410,0.21,964.0
Oil & Masala,Spices,Kanyakumari,2015-08-23,2430,0.28,388.8
Bakery,Cakes,Namakkal,2018-10-06,1172,0.19,457.08
Beverages,Soft Drinks,Salem,2016-05-08,1291,0.13,426.03
Beverages,Soft Drinks,Dindigul,2015-09-17,1706,0.11,562.98
Beverages,Soft Drinks,Chennai,2018-09-04,2322,0.26,1021.68
Bakery,Biscuits,Ramanadhapuram,2018-12-01,1579,0.25,300.01
Food Grains,Dals & Pulses,Chennai,2016-11-24,784,0.17,203.84
Beverages,Soft Drinks,Chennai,2017-10-07,2173,0.35,347.68
Oil & Masala,Masalas,Namakkal,2017-11-03,2425,0.25,218.25
"Eggs, Meat & Fish",Eggs,Vellore,2016-03-19,1123,0.13,482.89
Snacks,Noodles,Kanyakumari,2016-11-13,1543,0.16,246.88
Snacks,Cookies,Dharmapuri,2016-07-10,1747,0.2,401.81
Bakery,Cakes,Viluppuram,2018-08-07,1285,0.31,514.0
Snacks,Cookies,Virudhunagar,2016-12-14,1932,0.21,656.88
Snacks,Noodles,Chennai,2015-09-08,901,0.18,261.29
Oil & Masala,Masalas,Tenkasi,2015-03-31,1174,0.23,223.06
Fruits & Veggies,Fresh Vegetables,Ooty,2017-01-30,2207,0.32,176.56
Beverages,Soft Drinks,Salem,2017-11-07,851,0.14,51.06
"Eggs, Meat & Fish",Chicken,Perambalur,2017-09-11,931,0.24,335.16
Snacks,Cookies,Dharmapuri,2015-10-04,867,0.26,190.74
Oil & Masala,Edible Oil & Ghee,Salem,2018-07-14,1404,0.31,631.8
Bakery,Cakes,Perambalur,2016-12-31,1439,0.2,546.82
Bakery,Biscuits,Namakkal,2018-05-20,610,0.28,207.4
Bakery,Biscuits,Krishnagiri,2015-03-14,2233,0.18,334.95
Snacks,Cookies,Tirunelveli,2018-07-08,1752,0.23,385.44
Snacks,Cookies,Kanyakumari,2016-12-01,2165,0.22,194.85
Bakery,Breads & Buns,Namakkal,2016-08-02,1777,0.14,408.71
Oil & Masala,Spices,Madurai,2015-09-29,2072,0.3,704.48
Beverages,Health Drinks,Pudukottai,2018-10-30,1626,0.29,569.1
Bakery,Breads & Buns,Krishnagiri,2016-08-16,609,0.24,146.16
Oil & Masala,Edible Oil & Ghee,Pudukottai,2016-06-15,1807,0.15,795.08
"Eggs, Meat & Fish",Fish,Madurai,2018-09-09,2285,0.14,388.45
Beverages,Soft Drinks,Vellore,2018-07-18,2266,0.12,294.58
Bakery,Cakes,Dindigul,2015-12-08,597,0.11,119.4
Oil & Masala,Edible Oil & Ghee,Trichy,2016-06-15,1143,0.12,354.33
Fruits & Veggies,Fresh Fruits,Coimbatore,2018-06-08,2061,0.27,370.98
Bakery,Breads & Buns,Krishnagiri,2018-09-19,2399,0.2,431.82
"Eggs, Meat & Fish",Chicken,Dindigul,2018-12-19,2293,0.25,642.04
Snacks,Noodles,Dindigul,2018-03-13,938,0.16,206.36
Beverages,Health Drinks,Ooty,2016-10-02,1343,0.21,335.75
Food Grains,Dals & Pulses,Nagercoil,2016-08-17,2358,0.24,754.56
Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-12-11,1742,0.31,661.96
"Eggs, Meat & Fish",Eggs,Dindigul,2016-12-24,1940,0.35,155.2
Bakery,Breads & Buns,Krishnagiri,2015-09-17,596,0.25,59.6
Bakery,Biscuits,Salem,2016-01-13,2421,0.3,266.31
Snacks,Noodles,Dharmapuri,2018-04-25,1255,0.14,338.85
Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2018-09-23,2254,0.31,698.74
Bakery,Biscuits,Pudukottai,2016-06-25,1993,0.12,358.74
"Eggs, Meat & Fish",Chicken,Viluppuram,2017-12-29,599,0.35,161.73
Fruits & Veggies,Organic Fruits,Dindigul,2015-11-04,1122,0.25,415.14
Snacks,Noodles,Perambalur,2015-10-24,2383,0.19,714.9
Snacks,Cookies,Theni,2018-07-21,1111,0.12,488.84
Food Grains,Organic Staples,Dharmapuri,2016-11-02,1062,0.17,74.34
Bakery,Breads & Buns,Bodi,2017-12-31,625,0.11,200.0
Beverages,Health Drinks,Dharmapuri,2015-08-15,1302,0.3,221.34
Snacks,Cookies,Tirunelveli,2018-10-19,2246,0.27,157.22
Bakery,Breads & Buns,Ramanadhapuram,2018-08-07,1729,0.34,743.47
"Eggs, Meat & Fish",Mutton,Salem,2018-08-07,513,0.19,138.51
"Eggs, Meat & Fish",Fish,Theni,2017-11-17,1005,0.14,412.05
Snacks,Chocolates,Namakkal,2018-08-19,1512,0.33,408.24
Snacks,Cookies,Bodi,2018-12-05,701,0.1,126.18
Oil & Masala,Masalas,Pudukottai,2017-09-10,1536,0.35,460.8
Bakery,Biscuits,Vellore,2017-09-10,1541,0.19,77.05
Food Grains,Dals & Pulses,Virudhunagar,2017-12-10,884,0.35,141.44
Food Grains,Organic Staples,Dharmapuri,2017-07-08,2269,0.34,839.53
"Eggs, Meat & Fish",Fish,Theni,2015-06-17,1426,0.14,285.2
Beverages,Health Drinks,Pudukottai,2017-12-06,900,0.12,54.0
Oil & Masala,Masalas,Madurai,2018-10-30,1626,0.27,439.02
Snacks,Cookies,Virudhunagar,2016-05-12,712,0.33,85.44
Food Grains,Organic Staples,Salem,2015-11-23,1821,0.22,218.52
Oil & Masala,Spices,Chennai,2015-08-09,1305,0.1,587.25
Fruits & Veggies,Fresh Vegetables,Karur,2018-08-31,1569,0.27,596.22
Bakery,Cakes,Tirunelveli,2016-09-28,1965,0.28,393.0
Beverages,Soft Drinks,Ramanadhapuram,2018-12-30,1690,0.19,135.2
Oil & Masala,Spices,Salem,2016-12-11,966,0.23,67.62
Oil & Masala,Masalas,Bodi,2016-12-11,2141,0.16,942.04
Bakery,Breads & Buns,Tenkasi,2015-08-23,1250,0.35,137.5
Snacks,Cookies,Coimbatore,2017-08-28,2081,0.18,145.67
Snacks,Chocolates,Pudukottai,2015-02-24,946,0.15,104.06
Beverages,Soft Drinks,Coimbatore,2015-11-26,2151,0.24,623.79
Snacks,Noodles,Chennai,2015-03-10,2076,0.1,373.68
Oil & Masala,Spices,Karur,2018-08-21,1847,0.35,258.58
"Eggs, Meat & Fish",Chicken,Chennai,2018-09-07,1337,0.1,147.07
"Eggs, Meat & Fish",Chicken,Karur,2015-12-08,1568,0.33,360.64
Food Grains,Rice,Tenkasi,2016-05-23,1706,0.33,716.52
Beverages,Soft Drinks,Dindigul,2016-08-10,1514,0.1,439.06
Fruits & Veggies,Fresh Fruits,Karur,2018-04-25,2158,0.35,237.38
"Eggs, Meat & Fish",Eggs,Cumbum,2015-03-10,1541,0.16,431.48
Snacks,Cookies,Nagercoil,2017-05-28,2283,0.28,639.24
Fruits & Veggies,Fresh Vegetables,Virudhunagar,2016-12-24,923,0.15,119.99
Food Grains,Organic Staples,Chennai,2015-08-15,745,0.24,238.4
Food Grains,Rice,Vellore,2017-04-10,2462,0.28,246.2
Food Grains,Dals & Pulses,Theni,2018-11-07,1791,0.35,483.57
Snacks,Chocolates,Dindigul,2016-11-21,1186,0.12,415.1
Fruits & Veggies,Fresh Vegetables,Dindigul,2015-03-14,1233,0.11,468.54
Beverages,Soft Drinks,Namakkal,2017-09-12,2433,0.32,340.62
Fruits & Veggies,Fresh Fruits,Perambalur,2015-05-28,901,0.19,90.1
Food Grains,Rice,Vellore,2017-08-17,1680,0.16,537.6
Food Grains,Rice,Bodi,2015-07-12,2050,0.14,389.5
Beverages,Soft Drinks,Pudukottai,2018-05-06,841,0.11,285.94
Beverages,Health Drinks,Perambalur,2015-02-24,672,0.24,94.08
Bakery,Breads & Buns,Vellore,2017-11-27,1077,0.16,129.24
Bakery,Breads & Buns,Krishnagiri,2016-12-11,578,0.22,138.72
Bakery,Breads & Buns,Madurai,2018-03-08,2279,0.31,592.54
Food Grains,Rice,Vellore,2015-04-21,1344,0.16,497.28
Beverages,Soft Drinks,Bodi,2018-03-09,2438,0.11,365.7
Beverages,Health Drinks,Bodi,2018-11-11,530,0.21,121.9
Food Grains,Atta & Flour,Krishnagiri,2016-08-28,654,0.34,215.82
Oil & Masala,Spices,Nagercoil,2018-09-02,1988,0.11,357.84
Food Grains,Organic Staples,Tenkasi,2017-09-29,849,0.1,288.66
Food Grains,Rice,Viluppuram,2018-05-19,1788,0.24,464.88
Fruits & Veggies,Organic Vegetables,Viluppuram,2016-11-08,508,0.16,127.0
Beverages,Health Drinks,Viluppuram,2018-09-01,611,0.3,140.53
Oil & Masala,Spices,Krishnagiri,2018-11-21,925,0.12,314.5
Beverages,Health Drinks,Chennai,2015-09-17,2063,0.14,144.41
Bakery,Breads & Buns,Vellore,2015-12-08,2094,0.31,104.7
Food Grains,Organic Staples,Dindigul,2016-12-06,1569,0.29,282.42
Beverages,Soft Drinks,Tenkasi,2015-09-17,1892,0.32,718.96
Food Grains,Dals & Pulses,Virudhunagar,2015-07-14,1500,0.21,630.0
Beverages,Soft Drinks,Theni,2015-11-01,2100,0.34,651.0
Snacks,Noodles,Salem,2015-11-26,2225,0.3,445.0
Beverages,Soft Drinks,Ooty,2015-12-08,1632,0.24,603.84
"Eggs, Meat & Fish",Eggs,Salem,2016-12-06,537,0.34,150.36
Bakery,Cakes,Chennai,2016-09-05,1282,0.33,179.48
Bakery,Breads & Buns,Karur,2018-09-23,1199,0.15,455.62
"Eggs, Meat & Fish",Eggs,Bodi,2018-12-05,2060,0.14,206.0
Oil & Masala,Edible Oil & Ghee,Krishnagiri,2018-08-12,2062,0.34,927.9
Bakery,Cakes,Bodi,2015-08-23,509,0.26,25.45
Oil & Masala,Edible Oil & Ghee,Trichy,2015-09-17,1907,0.16,324.19
Oil & Masala,Spices,Madurai,2016-12-06,883,0.22,247.24
Bakery,Biscuits,Krishnagiri,2018-10-02,2018,0.18,787.02
Beverages,Soft Drinks,Namakkal,2018-10-02,777,0.16,194.25
Bakery,Biscuits,Nagercoil,2015-11-25,1332,0.23,266.4
Food Grains,Organic Staples,Namakkal,2018-11-27,776,0.34,155.2
Beverages,Soft Drinks,Trichy,2018-09-15,1552,0.12,450.08
Food Grains,Organic Staples,Cumbum,2017-04-23,1311,0.21,367.08
Fruits & Veggies,Organic Fruits,Coimbatore,2016-11-02,723,0.27,79.53
Oil & Masala,Edible Oil & Ghee,Tenkasi,2015-11-07,605,0.11,260.15
Fruits & Veggies,Organic Fruits,Chennai,2018-09-18,666,0.14,286.38
Fruits & Veggies,Fresh Vegetables,Viluppuram,2015-08-09,2199,0.13,615.72
Food Grains,Atta & Flour,Virudhunagar,2015-09-30,1684,0.31,168.4
Food Grains,Dals & Pulses,Trichy,2017-12-06,1857,0.17,148.56
Fruits & Veggies,Fresh Fruits,Vellore,2017-09-15,1344,0.19,134.4
Fruits & Veggies,Organic Fruits,Virudhunagar,2015-09-10,1107,0.23,221.4
Fruits & Veggies,Fresh Fruits,Coimbatore,2015-12-08,670,0.31,107.2
Bakery,Biscuits,Trichy,2016-08-17,794,0.28,230.26
Snacks,Cookies,Vellore,2016-12-24,2223,0.2,222.3
"Eggs, Meat & Fish",Eggs,Perambalur,2017-07-08,2094,0.33,167.52
Food Grains,Atta & Flour,Viluppuram,2015-11-30,665,0.19,259.35
Snacks,Chocolates,Cumbum,2016-11-24,1908,0.27,534.24
Bakery,Biscuits,Chennai,2018-01-29,2494,0.22,648.44
Oil & Masala,Edible Oil & Ghee,Dharmapuri,2018-01-03,1249,0.29,399.68
Snacks,Cookies,Coimbatore,2016-08-16,542,0.16,184.28
Snacks,Cookies,Cumbum,2016-12-06,1844,0.25,811.36
Beverages,Soft Drinks,Dindigul,2018-06-29,1682,0.29,740.08
Beverages,Soft Drinks,Tirunelveli,2015-08-23,860,0.13,275.2
Snacks,Cookies,Krishnagiri,2017-11-11,717,0.11,186.42
Bakery,Breads & Buns,Dindigul,2016-09-20,862,0.32,379.28
Oil & Masala,Spices,Kanyakumari,2018-11-13,1237,0.15,457.69
Oil & Masala,Masalas,Tirunelveli,2017-11-03,1934,0.26,212.74
Bakery,Cakes,Trichy,2016-05-25,2498,0.15,524.58
"Eggs, Meat & Fish",Chicken,Bodi,2018-04-01,562,0.24,151.74
Fruits & Veggies,Organic Fruits,Dharmapuri,2017-06-11,2270,0.2,885.3
Oil & Masala,Spices,Viluppuram,2018-10-21,976,0.21,341.6
Snacks,Noodles,Vellore,2018-06-08,2355,0.18,894.9
Beverages,Soft Drinks,Kanyakumari,2016-09-28,1454,0.26,596.14
Snacks,Chocolates,Perambalur,2017-07-08,2352,0.25,1058.4
Bakery,Biscuits,Tenkasi,2018-09-19,694,0.28,90.22
Food Grains,Dals & Pulses,Bodi,2018-07-18,2430,0.29,170.1
"Eggs, Meat & Fish",Fish,Karur,2017-07-08,616,0.23,215.6
"Eggs, Meat & Fish",Mutton,Krishnagiri,2015-12-08,1482,0.3,652.08
Fruits & Veggies,Fresh Fruits,Chennai,2017-11-12,876,0.31,122.64
Snacks,Noodles,Ramanadhapuram,2015-08-09,533,0.13,143.91
Oil & Masala,Spices,Ooty,2015-12-27,921,0.18,267.09
Fruits & Veggies,Organic Fruits,Karur,2017-11-12,1955,0.17,762.45
Beverages,Soft Drinks,Nagercoil,2016-05-23,753,0.13,75.3
Oil & Masala,Masalas,Kanyakumari,2018-10-02,886,0.21,212.64
